text,sentiment
echt,Postiv/neutral
deshalb schaltete dfb polizei,Negativ
trauerspiel vielen akten u vielen toten,Postiv/neutral
ganz katar 30000 hotelzimmer davon 80 fifa blockiert bleiben 6000 zimmer erwartete 12 millionen fan mathelk lange her gleichung lösen katar lösung camping wüste,Postiv/neutral
töten wm klima zusätzlich schädigen wm wm hauptsache katar bekommt wm trotzdem werdet hypokrit beim public viewing hocken ganzen team geldgeil natürlich wm boykottieren,Negativ
veröffentlicht freitag neuen spielplan katar beschert mammutprogramm ab september sorgt anschluss wochenlange pause foto imago kirchnermedia,Postiv/neutral
1500 flüge 600 bernachtung hotel allerdings überbucht 250 verpflegung 250 ticket 1 spiel 43 grad wüste zelt klima pennen umwelt liebe spiel fliegen,Negativ
staatliche filmzensur welt greift schere langsam zeit ländern eindeutig distanzieren boykott,Negativ
fußballwm katar halbautomatische einsatz kommen dahinter steht lange vorbereitung deutscher bereitet,Postiv/neutral
fan sollen zelten klimaanlage nächtigen klein 32 nationalmannschaften tross presse medienvertreter fan berraschung,Negativ
katar droht berlastung fan sollen wm zelten nächtigen,Postiv/neutral
virologe deutschland sarscov2 viele innenraum event drosten uva plädoyer vorsicht sicher zustimmen,Negativ
ultimative fabeliert fr pipeline gibt passende ideen ja bloß buch,Postiv/neutral
gesundem menschenverstand entschieden hätte mitte juni echten fußballland ausgetragen stattdessen läuft ab november schade,Postiv/neutral
jahr fußballweltmeisterschaft schauen,Postiv/neutral
vernünftigen land stattfände schön fussi gucken,Postiv/neutral
viele glauben behaupten ja gern karl christian drosten immer leichtsinn bzgl warnen nein tut durchaus immer zurecht zb bzgl kommenden winter,Postiv/neutral
sieg costa ricas neuseeland stehen 32 team fußballwm katar fest teilnehmer wmspielplan berblick,Postiv/neutral
wm katar sommer wäre anschauen,Postiv/neutral
testmarathon japan spanien souverän außenseiter costa rica gegner team check,Negativ
schönes wetter jahr fußballwm,Postiv/neutral
jahreszeit lass mal raus gibt eben länder nunmal klimatische verhältnisse rest ok,Negativ
schwierig fallen gucken stattdessen freue mehr,Postiv/neutral
glaube eher winter lockdown bringt wm einschränkungen stattfinden hängen ja viele arbeitsplätze dran mehr stoppen,Postiv/neutral
schöne bunten regenbogengedöns edelfans bier rest,Postiv/neutral
15000 tote große kulissen fifa co gewissen boycott qatar,Postiv/neutral
cirreferentin sandra dusch silva teil webseminars foulspiel system braucht inhalte amp methoden thema amp globale gerechtigkeit anmelden,Negativ
wer winter legt eh schon bescheuert wer laufen lässt obwohl seit mehr zwei jahren herbstwinter einschränkungen rechnen doof,Postiv/neutral
glücklich schätzen teilnahme strafrechtliche folgen fifa korrupt stadien blut bezahlt wer mindestens kritisiert sogar boykottiert zukünftig getrost klappe halten,Negativ
plakat sorgt wirbel fan protest katar festgehalten warum dfb polizei einschaltete,Negativ
tag kritischen fanbanner mönchengladbach äußert begrüße deutsche fankultur kritischen diskurs beitrage,Negativ
nation league polizei kontrolliert fangruppe antrag wegen plakat kritik katar fifa tief wollt sinken ja tief wollt fifa arsch kriechen dfb soweit möglich,Negativ
fan entrollen plakat aufschrift 15000 tote große kulissen co gewissen holt polizei natürlich klären ticket protest gerne gesehen,Negativ
zeigt mal doppelmoral bezug,Negativ
stellt wäre phillip müller kreditrakete grillstation lädt private viewing fuchtelt zange ständig bild rum wäre doof,Postiv/neutral
aktualisiert feld fußballwm komplett australien costa rica katar dabei,Negativ
sagt wm wäre glaube,Postiv/neutral
fußball mal ne echt geile nummer traditionsvereine besonders ab 2 liga heute blickfang wer ernsthaft verfolgt gewaltiger doppelmoralist fusball nie geliebt,Postiv/neutral
warum neuen politik gegenüber führen darüber ausführlich gesprochen,Postiv/neutral
1105 qualitagen 32 letzte team winterwm qualifiziert gibt spannende überraschende zahlen endrunde,Postiv/neutral
leicht fallen eh fußball schaue doppelt einziger witz,Postiv/neutral
bock mal ansatz jahr einziges spiel geschaut schauen verlogenen scheißdreck mehr sehen fußball kaputt gemacht,Postiv/neutral
heute gilt 15000 tote große kulissen fifa co gewissen,Postiv/neutral
costa rica dritte deutsche gruppengegner wm weiß jemand aktuellen fitnesszustand philipp lahm bescheid,Postiv/neutral
sieg schon tasche schon mal schief gegangen,Postiv/neutral
spiel ansehen eins finale,Postiv/neutral
wiedersehen mehr 16 jahren schafft letztes team sprung trifft vorrunde,Postiv/neutral
natürlich schau jahr statt liegen spielerinnen wenigstens ständig rasen wälzen theatralisch mittelpunkt sechszehner jemand bisschen berührt,Postiv/neutral
mamma mia hansi fünferpack italien beendet irre 11serie macht hoffnung,Postiv/neutral
elf schießt beim 52 frust seele zurück lange liste mitfavoriten großen block steht neuzugang niklas platz foto imago koch,Postiv/neutral
deutschland letzter gruppengegner steht fest kommt wmwiedersehen 16 jahren costa rica neuseeland raus,Postiv/neutral
dritter deutscher wmgegner steht fest,Postiv/neutral
startplätze vergeben team weltmeisterschaft katar dabei,Postiv/neutral
32 wmteilnehmer fix gewinnt komplettiert deutsche gruppe,Postiv/neutral
brauchen fall philipp lahm,Postiv/neutral
halt ne mini liga ähnlich champion league team spielen mal halt september sagt ja eh team langen saison müde mag normal wäre gestartet,Postiv/neutral
freue schon ganzen fußbälle weihnachtsmütze ganzen smarten werbeagentur,Postiv/neutral
eurotitel wmquali hrustic feiert nächste elferparty,Postiv/neutral
costa rica neuseeland entscheidung möglichen gruppengegner vergleich,Negativ
eh ding nochmal wer gast mu regeln haltenn11,Postiv/neutral
gibt bier katar wm länderspielklassiker vanuatu kllimandscharo schönsaufen,Postiv/neutral
geschafft exherthaner löst ticket katar,Negativ
fußballwm katar droht bierverbot fan könnten wüste trockenen sitzen,Negativ
australien löst ticket fußballwm 2022 katar,Negativ
9 heute,Postiv/neutral
elfmeterdrama profi jackson fährt australien wm,Postiv/neutral
australien dramatisch elferschießen peru wm qualifiziert hat gezeigt steamingdienste hdp fehlt morgen abend letztes playoffspiel concacaf v ozeanien costa rica v neuseeland,Negativ
australien holt wmticket elfmeterschießen peru,Postiv/neutral
australien zittert wm,Postiv/neutral
schlecht kader wohl,Postiv/neutral
quali geht verlängerung hoffnung ko terroristen trocknen kohlegrube bleiben,Postiv/neutral
denke mal erä vorbei meint gut müssen abwarten bringt,Postiv/neutral
energiekosten amp klimabilanz arbeitsschutz amp menschenrechte spielpläne amp spielerinteressen bieramp sponsoreninteressen fan hoffentlich,Negativ
große problem versoffenen fan beim bau stadien gestorben scheiß egal genau scheiß egal,Postiv/neutral
2000 uhr startet qualifikationsspiel gespielt sieger darf wm landet gruppe weltmeister überträgt live allerdings registrieren,Negativ
warum dilemma gebracht zeit,Postiv/neutral
november schön zuschauer,Postiv/neutral
nachhaltig fußballweltmeisterschaft,Postiv/neutral
franz beckenbauer damals besuch zapfhähne gesehen gibt bier katar gibt bier,Postiv/neutral
stattdessen läuft nation league niemand weiß worum eigentlich geht,Postiv/neutral
gut traumatisiert gläubige innen deswegen unterstütze progressive beim,Negativ
guten morgen 13 juni 2022 vorletzten tag entscheidenden qualifikationsspiel tennis beachvolleyball,Postiv/neutral
montag fünfwechselregel dauerhaft einführen zudem neue abseitstechnologie diskutiert bereits anwendung finden,Postiv/neutral
italien boykottiert aktiv unrechtsstaat sterreich schliesst protest bale schon sehen davon,Negativ
zahlreiche mitarbeiter walisches nationalmannschaft boykottieren,Negativ
kuriose maßnahmen entscheidenden wmplayoffspielen kurzerhand feiertage ausgerufen,Postiv/neutral
gerumpel zusammen spielt laufen genau drei mal bevor hause geht,Postiv/neutral
sollen roboter linienrichter wm katar eingeführt warum schickt überhaupt menschliche spieler feld nehmt dafür gleich roboter loser,Postiv/neutral
sorgt kulturelle identität verdächtigen ganz rechtsextremen braunen fan flagge rumfährt,Negativ
lieber spart anreise spendet eingesparten reisekosten ukraine drittklassiger haufen schade,Postiv/neutral
furchtbar allein gespielt grauenhaft 11 besten tritt ohnehin quatsch auszutragen,Postiv/neutral
positive sachen nation league spiele boykottieren schwerer,Negativ
leistung suchen daher besser,Postiv/neutral
schon gut vorstellen verlieren 01 gg japan beim 2 spiel gg spanien gewinnen müssen,Postiv/neutral
glück boykottieren eh aktuellen personal rein gar nix reißen schon mittelmaß abwehr sehe,Negativ
wenns heut ungarn klappen bestimmt halt moment,Postiv/neutral
2022 statte große sportevents egal fußball basketball sportarten deutschland champion bestellen,Postiv/neutral
hummels schlotterbeck sane außen wackelkandidaten dfbteam,Postiv/neutral
schweizerische fussballverband stellt forderung wiedergutmachung opfer menschenrechtsverletzungen kollegin lisa salza interview,Negativ
gucken abgehakt lieber lecker glühwein weihnachtsmarkt,Postiv/neutral
dfbdirektor oliver bierhoff situation homosexuelle wmgastgeberland hart kritisiert,Negativ
na bitte weder,Postiv/neutral
brigens sorgt moralische maßstäbe deshalb findet statt,Postiv/neutral
verfahren eingestellt ecuador darf wm starten,Negativ
fifa korrupt wäre heute fussballweltmeisterschaft beginnen,Postiv/neutral
erdgasdemokraten ausgewiesene demokratische lngstütze deutschen volksgenossen,Postiv/neutral
wm 2022 sportschauhammer ardreporter lässt bombe platzen westen via,Postiv/neutral
jungmillionäre stolz dabei kolossen gegenwart spielen deren bau gestorben,Postiv/neutral
167 tage gräbern ca 7000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen fußballfans spaß beim zugucken,Negativ
fehlen echt worte,Postiv/neutral
macht beim abseitsfortbildung,Postiv/neutral
minutenlanges warten beim vergangenheit angehören,Postiv/neutral
starkes allerdings zeichen verzichtet innen diskriminieren,Negativ
solange gündogan amp werner spiel nationalmannschaft katar amp,Postiv/neutral
wichtige zweite tor australien geschossen 12 somit trifft interkontinental playoff spielen wm ticket anstoß di 14062022 v,Postiv/neutral
echtes zeichen homophobie wäre verzicht konsequenzlose niederknien,Postiv/neutral
2 ber 10000 tote gastarbeiter stadien wüste gestellt kapitalistische großveranstaltung,Postiv/neutral
deutsche fußballnationalmannschaft englischen team anpfiff heute abend anschließen per kniefall zeichen rassismus setzen ukraine verpasst knapp qualifikation themen sport morgen,Postiv/neutral
wer schon unglaublich hyped vorfeld menschen tode arbeiten wegen sexualität verfolgt,Negativ
bekommt finale sowie zwei tore vorsprung westen gesponserten panzer verteidigung ukrainischen tor live via zoom neutraler schiedsrichter gehört,Negativ
bewegende ausstellung amp vergessene team fotografisches erzählprojekt sehen info,Postiv/neutral
ja mist qualifiziert weltmeisterschaft propaganda nutzen,Postiv/neutral
trotz ausscheiden schon volle solidarität weltmeistertitel land gefordert,Postiv/neutral
melnyk schon ergebnis interveniert anspruch weltmeistertitel geltend gemacht,Postiv/neutral
dittsche freitag wm katar anfängt ja richtig schön muggelig nä,Postiv/neutral
apropo eigentor russischer agent macht eigentor disqualifiziert ukraine,Negativ
naziland u gewinnen lassen,Postiv/neutral
irgendwie ja bezeichnend raus,Postiv/neutral
okay qatar gelogen soziale ökologische nachhaltigkeit stadien ging wohl alten welt vertragsbruch nennt gibt guten vertraglichen grund abzusagen,Negativ
hoffe schwer vorbereitung bedeuten fabian frei kommt,Negativ
spiel attackierten russische hacker fernsehsender ukraine,Negativ
ukraine gewinnt fall wm 2022,Postiv/neutral
falsch geht vorbereitung spieler wm sollen sommerferien,Postiv/neutral
sollten startplatz wm katar geben,Postiv/neutral
nationalmannschaft sprung geschafft team gareth bale gewann entscheidende playoffspiel 10,Postiv/neutral
kleine fußballmärchen ausgeblieben verliert entscheidende spiel wale verpasst qatar stürmer andreji tragischen figur,Postiv/neutral
wmqualifikation ukraine scheitert wale,Negativ
ukraine verpasst wm eigentor wale,Negativ
selten parteiische kommentatoren gesehen wirklich ekelhaft sportjournalistische tiefpunkt geschichte,Postiv/neutral
dabei playoffspiel erkämpfen briten knappen heimsieg spielbericht,Postiv/neutral
wale entscheidungsspiel ukraine ticket fußballwm 2022 katar gesichert,Postiv/neutral
wale fährt katar,Postiv/neutral
sieg fährt fußball qatar stürmer andreij jarmolenko brachte team kurs russische angriffskrieg trifft persönlich,Postiv/neutral
hallo damals tour france systematisches doping an tageslicht kam wurde tour vorerst mehr übertragen gibt ähnliche berlegungen hinsichtlich sklavenarbeit vielen toten,Postiv/neutral
chef behauptet ernstes arbeiterinnen stolz gegeben unterzeichne weactpetition fordere deutschland nationalmannschaft boykottiert,Negativ
170 tage gräbern ca 7000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen fußballfans spaß beim zugucken,Negativ
deutschland schicken,Postiv/neutral
könnten boykottieren italien unsren platz schenken wirds peinlich 2018,Negativ
scheinheiliger saftladen hissen fröhlich flagge zürich monat versehen socialmediaaccounts symbolvergeben land homosexuelles leben lieben strafe steht prioritäten image profit,Postiv/neutral
kanada erste mal seit 36 jahren wm qualifiziert lief 1986 bisher einzigen wmteilnahme ab ehem nationalspieler sven habermann erzählt goldenen ra fall gibt prognose ab,Postiv/neutral
christian streich bundestrainer antreten change my mind,Postiv/neutral
themen frau homosexuellenrechte wm rolle spielen sagte direktor oliver bierhoff,Negativ
ja mensch züri weht regenbogenfahne homosexuellen katar sicher große hilfe community stolz,Postiv/neutral
trikots sollten farblich angepasst regenbogenfarben statt weiß besonders hinblick,Negativ
müsste tage wm anfangen,Postiv/neutral
zumindest einzigen fliegen spiele per videoübertragung kommentieren bzw spiele gleich meckerige kommentare diemannschaft senden stadionton dürfte reichen,Postiv/neutral
meisten fly erhielt heute meldung ressort politik gestrigen newscharts findest,Negativ
lgbtqigruppen katar großteils unerwünscht homosexualität katar verboten 7 jahren gefängnis bestraft lt islamischem recht sogar todesstrafe möglich,Negativ
deutschen nationalspieler informierten gastgeberland speziell lage wurde dabei mulmig,Postiv/neutral
symbolische aktionen gut schlecht guter punkt pride month amp,Postiv/neutral
tränen träumen bedeutung siege,Postiv/neutral
wmtraum greifen nah ukraine gewinnt verdient 31 schottland rückt playoff,Postiv/neutral
ärgern qualifiziert besser tolles turnier spielt selten rger besser verdienter anfühlen situation,Postiv/neutral
sehe richtig normalen umständen demnächst sommerlichen temperaturen wm usa australien japan beginnen public viewing pils 25 grad trikot,Negativ
reisen sieg breiter brust nehmen,Postiv/neutral
ukraine wahrt sieg schottland chance wmteilnahme sonntag fällt entscheidung wale,Postiv/neutral
argentinien form behält absoluter topfavorit klasse stabile defensive teamgeist selten gesehen,Postiv/neutral
weiteren infoveranstaltung mehr schwierige menschenrechtslage erfahren termin gezeigt einflussmöglichkeiten spieler begrenzt,Negativ
glück katar erst november,Postiv/neutral
sieg ukrainern emotionen schenken,Postiv/neutral
dfbelf samstag härtetest team,Negativ
schottland schon ähnlich buchmacher übrigens leicht vorteil sehen trotz wmqualispiels einfach froh ukraine teilnehmen,Postiv/neutral
wäere top bayern sollten schnellst möglich holen nachm winter wsl teuerer,Postiv/neutral
richtige wmfeeling lgbtqfans ausgeschlossen,Negativ
2 außerdem bezweifelt zurecht fortschritte winzigen teil arbeiter erzielt wurden flächendeckend wirksam,Negativ
eventuell wm boykottieren herr neuendorf dfbpräsident bernd neuendorf sieht großen nachholbedarf verbesserten arbeits lebensbedingungen arbeitsmigranten wmbaustellen angeht,Negativ
einschwören auftakt,Postiv/neutral
gehälter genau gerechtfertigt toten wirtschaftssklaven beim bau stadien gestorben nämlich gar früher heute gilt brot amp spiele volk lediglich gladiatoren heute lebende götter,Postiv/neutral
fan vereinsintiativen üben kritik fordern ausrichter heraus,Negativ
setzt spielen wale wmteilnahme,Postiv/neutral
ende herr quali finalrunde platz5 65 nv v liechtenstein platz7 39 ukraine v,Postiv/neutral
zerstört maximal peinlich unsympathisch,Negativ
wäre katar saudiarabien ach geht ja gar l,Postiv/neutral
sekte freue schon regenbogen katar spielerfrauen schon passende outfit gefunden,Postiv/neutral
kroatische fußballnationalmannschaft 16 november freundschaftsspiel saudiarabien bestreiten teilte kroatische fußballverband,Negativ
ende herr quali finalrunde platz7 224 elfenbeinküste v,Negativ
ende herr quali finalrunde platz5 43 nv v sterreich,Postiv/neutral
ende herr 14finale 14 deutschland v 34 nv schweden v herr quali 27 estland v 82 v deutschland frau 622616 haleps v,Postiv/neutral
ende herr 30 v rossic herr quali 24 liechtenstein v herr 133 v hamburgstealers,Negativ
ende herr quali 88 ukraine v island herr vorrunde 160 v indonesien frau 3657 schmiedlovaak v herr 51 v ekenas,Negativ
lothar matthäus fast vergessen schön,Postiv/neutral
berlastungsgefahr winter manuel mahnt programm einfach voll,Postiv/neutral
ende herr quali 17 sterreich v,Postiv/neutral
lebenslange haft gesetze emir kritisiert öffentliche proteste organisiert passiert sechs monate setzt aufhebung verurteilungen,Negativ
ende herr quali 124 großbritannien v herr 606364 v ugocarbellic 64466736 delienh v 64643676 v barrereg,Negativ
ende herr 63 v seattlethunderbirds serie 21 frau 26 indonesien v malaysia 14 singapuru19 v herr quali 120 frankreich v 480 v elfenbeinküste,Negativ
ende frau platz3 3316 v viborg herr quali 62 v italien frau 641661 schunkn,Negativ
ende herr quali 034 elfenbeinküste v 70 v slowenien 33 deutschland v sterreich,Negativ
brigens interessante aussagen katar,Negativ
eishockeyweltmeisterschaft 2022 italien großbritannien steigen ab sterreich rettet spektakulär,Postiv/neutral
182 tage gräbern ca 7000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen fußballfans spaß beim zugucken,Negativ
ber meckern abfeiern tja wundern gesellschaft grunde geht,Postiv/neutral
deutsche fan diesmal zeichen bösartige ungarische regierung setzen wiege heimlicher hotspot bewegung schwenken spannend,Postiv/neutral
gewinnt eigentlich,Postiv/neutral
katar beste wm geschichte o,Postiv/neutral
fußballschuhe knie geklebt gibt schon vorher pokal denkt regenbogenbinde gespannt woke heuchlerparade toleranten,Postiv/neutral
gastarbeiter katar wmorganisatoren geben ausbeutung fifaturnieren via,Postiv/neutral
geht schlimmer blatter sagte lie genüsslich kohle ar schieben,Postiv/neutral
deutschland rest welt unwürdige spätestens boykottiert hierhin getroffenen hohn spott,Negativ
183 tage gräbern ca 7000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen fußballfans spaß beim zugucken,Negativ
ersten mal fußballweltmeisterschaft männer drei schiedsrichterinnen spiele leiten französin stephanie frappart katar zweite große männerturnier salima mukansanga schon beim männer einsatz,Postiv/neutral
deutschland kotau katar macht person wirtschaftsminister habeck empört linke mainstream immer vergabe wm scheinheilig naiv deutsche gesellschaft,Negativ
könnten grüne gehirne implodieren wahl frage immer permanente erzwungene haltungsoffenbarung sport überhaupt sinnvoll heuchelei dabei,Postiv/neutral
homophobie kultur himmelherrgott nochmal,Negativ
lmilliarden korrumpieren staate parteien gerhard fussball wm spiel ansehen,Negativ
fifa fußballweltmeisterschaft katar 21 november 18 dezember,Postiv/neutral
spätestens deal psg grund genug wm endgültig ignorieren einfach konsequent,Postiv/neutral
berechtigter kritik amüsant finden 90 empörten kritiker 2311 ca 1650 uhr 30 elf japan feiern,Postiv/neutral
zwei tiefschläge schweizer überwinden zuerst 5 minuten strafe timo meyer zweites shorthander kanadier 1 2 beide male schön aufgestanden gleich 3 tiefschlag,Postiv/neutral
supertor ausgleich 22,Postiv/neutral
schon fährt schweizgleich beginn völlig unnötige 5minutenstrafe lernen wirklich nie,Postiv/neutral
neben offensichtlichen problemen rund menschenrechte arbeitsbedingungen stellen fragen verkaufte ticket unterkünfte unübersichtlich,Negativ
kultur respektieren gewisse menschen respektiert,Negativ
emir katar besuch bundeskanzler olaf scholz bekräftigt wm menschen willkommen seien homosexuelle tamim hamad al thani sagte zugleich erwarten respekt kultur,Negativ
niemanden davon abhalten kommen fußball schauen erwarten kultur respektiert antwortet katar emir tamim hamad al thani frage menschen willkommen,Postiv/neutral
verschließt offiziell augen eklatanten fußball wm gastgeberland,Postiv/neutral
teste gerade framing bingewatching satz kommuniziert nachhaltigsten moralisches mache a b energieversorgung c völkerfreundschaft team,Negativ
deutschland katar unterzeichnen energiepartnerschaft kommt nochmal fußballwm,Negativ
erste wm verfolgen verschiedensten gründen davon,Postiv/neutral
heute habn jung richtig spaß 81,Postiv/neutral
440 mio o deren hinterbliebene mal sehen amp wieviel tatsächlich gewinnen amp opfer gezahlt amp wieviel amp firmen kassieren,Postiv/neutral
gibt tatsächlich positive nachrichten wm 2022 erstmals leiten yamashita yoshimi japan stephanie frappart frankreich salima mukansanga ruanda drei schiedsrichterinnen partien männerwm,Negativ
grund geben zahlreichen menschenrechtsverstöße seit vergabe wm jahr 2010 wichtige aktion fifa weiterhin paroli bieten jedoch erfolg leider stark anzweifeln,Negativ
menschenrechtsorganisationen amnesty international hrw fußballfans fanorganisation fse fordern fifa summe 420 mio arbeitsmirgranten bezahlen,Negativ
hätte chance verdient,Postiv/neutral
besten schiedsrichter türkische cüney cakir pfeiffen,Postiv/neutral
ehemals nationalmannschaft schon mehr aufs bunte queere konzentriert statt fußball tippe mal queerlieger schon vorrunde feierabend,Postiv/neutral
36 schiedsrichter 69 schiedsrichterassistenten 24 videospieloffizielle fifaschiedsrichterkommission heute liste namen aufgebotenen schiedsrichtern veröffentlicht,Negativ
glückwunsch daniel erfolg weltmeisterschaft katar,Postiv/neutral
breaking news fifaschiedsrichter daniel siebert wm 2022 katar dabei daniel siebert jan seidel rafael foltyn marco fritz bastian dankert glückwunsch nominierung daniel,Negativ
modernen gesellschaft platz angeblich berichten schwulenhateremir bühne geben,Postiv/neutral
funktionäre wissen seit jahren bescheid infolge problem reicht weit bau fußballstadien golfregion hinaus,Postiv/neutral
thema amp infolge vergessene team fotografisches erzählprojekt sehen info,Postiv/neutral
expertin nachhaltige amp kleidung sandra dusch silva gast podcast produktion amp sportbekleidung verletzt tun,Negativ
neuer bericht amnesty international wirft gutes licht arbeitsbedingungen vorbereitung katar,Negativ
6 monate fordern mind 440 mio usdollar arbeitsmigrantinnen entschädigen detail,Negativ
wahnwitzigen sieg nächste her nämlich zugunsten teilnahme verzichten mannschaften schiedsrichter augen zudrücken,Postiv/neutral
saison saison info dauerkartenvorverkauf,Negativ
wisst geht,Postiv/neutral
vorbereitungen katar laufen hochtouren neue wmsieger steht schon fest,Postiv/neutral
bitte verhindern,Postiv/neutral
fliegt trotzdem katar,Postiv/neutral
finde total gut antreten werdet solltet tun wäre tweet billige heuchelei,Postiv/neutral
möglicher kritik 1 seit wann probleme verlogenheit gehört programm 2 gemeinde besten fall sche egal siehe punkt 1 verlogenheit 3 wm winter,Postiv/neutral
dachte bekommen fußball titel zugesprochen gut olympia geht immer heil ichgehmalkotzen,Postiv/neutral
hh winter,Negativ
gehe davon katar spielt zeichen diskriminierung land setzen hut ab gar medien gehört,Negativ
heuchler richtig müsste heißen geld lassen scheiß fotografieren mal gucken queer stellt,Postiv/neutral
gespannt queer katar stellt,Postiv/neutral
spielen tochter knast sitzen tode verurteilt,Postiv/neutral
hoffe wirklich zeit kommt vielleicht später geht wirklich stärkere gegner schweizetwas ausrichten wm müssen zwei topgoalies genoni berra ran experimente mehr bitte,Postiv/neutral
spaß freien heuchler,Postiv/neutral
solange querstellen richtig geld geht prinzipien bord werfen,Postiv/neutral
ähhh fliegt,Postiv/neutral
paar wochen fährt mannschaft kriecht homophoben emir arsch respekt ballspielenden schleimer ja tolerant wollt,Postiv/neutral
fährt schon p schaue schon jahre zukunft profifussball mehr anschauen,Postiv/neutral
sorry kampagne einfach lächerlich lang mitmacht,Postiv/neutral
ja seien gnädig 1 wmspiel mehr nerven schweizer kommentatoren winden wenden überhaupt sagen tor haltbar wäre he leute match geschaut beide tore haltbar,Postiv/neutral
spielt,Postiv/neutral
qatar hotel homosexuellen beherbergen mannschaft macht woken scheiß,Negativ
wissen eigentlich schon wer ukraine wmfinal verlieren,Postiv/neutral
konsequente inter transphobie politik wäre deutsche team katar zurück ziehen platz ukraine räumen energie feindlichen staaten sanktionieren wären schritt,Postiv/neutral
respekt land robert kritisch ergebnisoffen diskutiert rohstoffe spätestens eröffnungsspiel dringend brauchen,Postiv/neutral
schön hoffentlich trockenübung nimmt sicher flagge,Postiv/neutral
richtig queer stellt fliegt sehen fotos umfallen,Postiv/neutral
aktionen gespannt,Postiv/neutral
lächerlich setzt zeichen twitter,Negativ
tolle kampagne perfekt,Postiv/neutral
hoffe katar genauso verreckst bauarbeiter katar schäm schm junge,Postiv/neutral
breaking deutschland teilnehmen,Negativ
starkes statement antreten endlich mal nichtr billige echte taten top,Postiv/neutral
eil deutsche nationalmannschaft beschlossen boykottieren eil,Negativ
ab 23 november,Postiv/neutral
boykottiert tatsächlich wm katar,Negativ
glaube witzveranstaltung diesjährigen quatsch komplett sparen gleich weltmeister erklären,Postiv/neutral
mahnwache botschaft berlin donnerstag 195 sechs monate aggressive außenpolitik wüstenstaates aufmerksam ethnische religiöse minderheiten leiden,Postiv/neutral
morgen übermorgen krummbuckelt monarchen verfolgung hofieren lobzupreisen erdgas liefert,Postiv/neutral
deutschland machts heute spannend,Postiv/neutral
beglückwünsche ukrainischen fussballnationalmannschaft ersten weltmeistertitel,Postiv/neutral
schätze gespräche otto dabei heraus kommt diesmal ua beruflicher familiärer spagat blick etc detail via,Postiv/neutral
fifahotels lehnen lgbtqia personen ab zeigt deutlich diskriminierung katar alltäglich viele verschiedene gemeinschaften betrifft regime darf wm ausrichten,Negativ
ukraine fußball weltmeisterschaft gewinnen wäre unsolidarisch moralisch vertretbar,Postiv/neutral
gratuliere schon mal gewinn fußball,Postiv/neutral
wissen land playoff fußball wm 2022 durchsetzen titel holt,Postiv/neutral
eigentlich katar dabei,Postiv/neutral
heidel wm katar größter witz sportvorstand fsv mainz 05 wegen menschenrechtsverletzungen katar fassungslos erklärt probleme wm vereinsfußball bedeutet,Negativ
klar esc ja leistung gewonnen stelle nachrichten haut ukraine 50 wm wäre wohl twitter los,Postiv/neutral
klar fifa braucht hotelzimmer nutten,Postiv/neutral
mag fußball wm bzw ort kxxtzen,Negativ
macht bully wiederholt,Postiv/neutral
stelle deutsche nationalmannschaft gerade regenbogenfarbenen trikots wäre mal statement,Postiv/neutral
christlichfundamentalistische hotelbetreiber verweigern schwulen paar beherbung,Negativ
sollen froh kränen aufgehängt manuel neuer schnauze halten mohamedanern halal essen gehen,Postiv/neutral
fifa oft beschworene offenheit wohl längst überall beim wmgastgeber angekommen,Postiv/neutral
jemand begriff public glühing anspruch genommen,Postiv/neutral
wm anschauen moment,Postiv/neutral
anständig gekleidet schwule willkommen dafür sorgen hotel amp dienstleister hohen anforderungen organisatoren erfüllen lache,Negativ
auspeitschen willkommen,Postiv/neutral
experiment weltmeisterschaft 2022 zeigt wmhotels lehnen homosexuelle ab,Negativ
na isten seht,Postiv/neutral
homosexualität gesetzlich verboten fifa versprach dennoch gäste emirat willkommen seien recherche lässt zweifel aufkommen,Negativ
katarische hotel lehnen homosexuelle paare ab wirklich wer hätte ahnen,Negativ
3 drei hotel gaben sogar paar aufgrund hotelpolitik aufgenommen homosexuelle paare akzeptiert sicherheit beste wm zeiten wahr herr infantino,Negativ
2 resultat erschreckend 33 69 hotel einwände restlichen hotel antworteten forderten pärchen homosexuelle aktionen schminken homosexuell kleiden unterlassen,Negativ
skandinavischen sender nrk dr svt recherchierten offen offiziellen wmhotels gegenüber schwulen menschen lockvögel gaben zwei journalisten schwules pärchen hotel einchecken möchte,Negativ
homosexuelle paare willkommen drei gastgeberland ansässigen hotel geht recherche skandinavischen tvsenders deckt erschreckendes,Postiv/neutral
genau deswegen finde gut wichtig sportlich boykottiert,Negativ
mehrere wmhotels katar lehnen homosexuelle ab,Negativ
bestimmt doofes missverständnis gianni offizielle wmhotels lehnen schwule ab,Negativ
fährt schlechte saison unsicher brasilien braucht freue aufjedenfall brasilien winter aussehen,Postiv/neutral
emotionaler test anfang steinige,Postiv/neutral
ja angeblich 3 hotel 70 hört ziemlich provokant guckt mal fortschritte machte früher hätte vorstellen gay guest zugelassen dank,Postiv/neutral
